Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names,Number of Investors,Organization Description,Organization Industries
Seed Round - BibliU,https://www.crunchbase.com/funding_round/bibliotech-seed--ff851c8a,"London, England, United Kingdom, Europe",BibliU,https://www.crunchbase.com/organization/bibliotech,Seed,,,,2016-06-01,SFC Capital,1,"BibliU provides colleges and universities with digital content management, automation, and an analytics platform.","E-Learning, Higher Education, Publishing, Textbook"
Seed Round - Lavanda,https://www.crunchbase.com/funding_round/lavanda-seed--f7445655,"London, England, United Kingdom, Europe",Lavanda,https://www.crunchbase.com/organization/lavanda,Seed,170000,GBP,262750,2015-02-23,Samos Investments,1,Lavanda is a tech company that facilitates flexible rentals for multifamily real estate and student accommodation.,"Developer APIs, SaaS, Software"
Series A - MoA Technology,https://www.crunchbase.com/funding_round/moa-technology-ltd-series-a--90ccbacd,"Leeds, Leeds, United Kingdom, Europe",MoA Technology,https://www.crunchbase.com/organization/moa-technology-ltd,Series A,700000,GBP,968389,2021-04-01,"Bits x Bites, Business Growth Fund",2,MoA Technology has developed an innovative approach for the discovery of agricultural technologies.,"Agriculture, Biotechnology, Machinery Manufacturing"
Series A - Cambridge GaN Devices,https://www.crunchbase.com/funding_round/cambridge-gan-devices-series-a--18fa1817,"Cambridge, Cambridgeshire, United Kingdom, Europe",Cambridge GaN Devices,https://www.crunchbase.com/organization/cambridge-gan-devices,Series A,9500000,USD,9500000,2021-02-18,"BGF Ventures, Cambridge Angels group, Cambridge Capital Group, Foresight Williams, IQ Capital, Martlet Capital, Parkwalk Advisors, University of Cambridge Enterprise",8,Cambridge GaN Devices develops transistors designed to bring widespread adoption of GaN technology in consumer electronics.,Semiconductor
Series A - Simba Sleep,https://www.crunchbase.com/funding_round/simba-sleep-series-a--112566bd,"London, England, United Kingdom, Europe",Simba Sleep,https://www.crunchbase.com/organization/simba-sleep,Series A,3600000,USD,3600000,2016-04-28,,,Simba Sleep is an e-commerce company that offers a variety of mattresses.,"CRM, Customer Service, E-Commerce, Mobile, Retail"
Seed Round - By Miles,https://www.crunchbase.com/funding_round/by-miles-seed--0b123f34,"London, England, United Kingdom, Europe",By Miles,https://www.crunchbase.com/organization/by-miles,Seed,1000000,GBP,1319824,2018-07-25,"Hambro Perks Ltd., InMotion Ventures, JamJar Investments, Lumleys",4,"By Miles is reinventing car insurance - pay an annual cost to cover your car while it's parked, then pay by the miles you drive each month.","Auto Insurance, Insurance, InsurTech"
Series A - ESG Book,https://www.crunchbase.com/funding_round/arabesque-s-ray-series-a--73602bda,"London, England, United Kingdom, Europe",ESG Book,https://www.crunchbase.com/organization/arabesque-s-ray,Series A,20000000,USD,20000000,2019-07-18,"Allianz X, Commerz Real AG, DWS Group, Helaba, Land Hessen",5,"ESG Book is a global leader in sustainability data and technology, trusted by many of the world's largest financial organisations.","Big Data, Consulting, Data Visualization, Database, Financial Services, FinTech, Information Services, Information Technology, Software, Sustainability"
Series A - PhoreMost,https://www.crunchbase.com/funding_round/phoremost-series-a--ad15e643,"Cambridge, Cambridgeshire, United Kingdom, Europe",PhoreMost,https://www.crunchbase.com/organization/phoremost,Series A,,,,2021-03-15,,,"PhoreMost is a new-model drug discovery company based in Cambridge, UK.","Biopharma, Biotechnology, Health Care"
Seed Round - Wildanet,https://www.crunchbase.com/funding_round/wildanet-seed--40477e17,"Helston, Cornwall, United Kingdom, Europe",Wildanet,https://www.crunchbase.com/organization/wildanet,Seed,750000,GBP,973744,2019-01-17,"Cornwall & Isles of Scilly Investment Fund, The FSE Group",2,"Wildanet is a wireless internet service provider of fast, reliable broadband for homes and businesses.","Consumer, Internet, Wireless"
Series A - Pollination,https://www.crunchbase.com/funding_round/pollination-series-a--1dad6db5,"London, England, United Kingdom, Europe",Pollination,https://www.crunchbase.com/organization/pollination,Series A,11000000,USD,11000000,2020-08-31,Serendipity Capital,1,Pollination is a specialist climate change advisory and investment firm.,
Seed Round - Argent,https://www.crunchbase.com/funding_round/argent-seed--261a41b3,"London, England, United Kingdom, Europe",Argent,https://www.crunchbase.com/organization/argent,Seed,4000000,USD,4000000,2018-01-20,"Creandum, Firstminute Capital, Hummingbird Ventures, Index Ventures, KR1, Mattias Ljungman, Proxy Ventures",7,Argent provides a smart wallet for cryptocurrencies and blockchain applications.,"Blockchain, Cryptocurrency, Identity Management, Mobile Apps"
Series A - BibliU,https://www.crunchbase.com/funding_round/bibliotech-series-a--ee854b13,"London, England, United Kingdom, Europe",BibliU,https://www.crunchbase.com/organization/bibliotech,Series A,,,,2019-09-23,Greyrock Investments,1,"BibliU provides colleges and universities with digital content management, automation, and an analytics platform.","E-Learning, Higher Education, Publishing, Textbook"
Seed Round - Elder,https://www.crunchbase.com/funding_round/elder-seed--416e51c4,"London, England, United Kingdom, Europe",Elder,https://www.crunchbase.com/organization/elder,Seed,1200000,USD,1200000,2015-12-01,Hummingbird Ventures,1,Elder is the UK's leading care marketplace,"Elderly, Health Care, Home Health Care, Internet"
Seed Round - Osler Diagnostics,https://www.crunchbase.com/funding_round/osler-diagnostics-seed--ae7ea48a,"Oxford, Oxfordshire, United Kingdom, Europe",Osler Diagnostics,https://www.crunchbase.com/organization/osler-diagnostics,Seed,2000000,GBP,2626971,2016-07-25,,,"Lab-quality diagnostics for anyone, anywhere, at any time.","Health Care, Health Diagnostics, Life Science"
Series A - Clippings,https://www.crunchbase.com/funding_round/clippings-com-series-a--64d85619,"London, England, United Kingdom, Europe",Clippings,https://www.crunchbase.com/organization/clippings-com,Series A,2800000,GBP,3604439,2017-05-03,"C4 Ventures, Simon Clausen, Spas Roussev",3,Clippings operates as an online source for furniture and lighting.,"E-Commerce, Furniture, Home Decor, Interior Design, Lighting"
Seed Round - Codat,https://www.crunchbase.com/funding_round/codat-seed--90a9e1ac,"London, England, United Kingdom, Europe",Codat,https://www.crunchbase.com/organization/codat,Seed,,,,2019-01-07,Acequia Capital (AceCap),1,Codat is the universal API for business data,"Developer APIs, Financial Services, FinTech, SaaS, Software"
Seed Round - Sensat,https://www.crunchbase.com/funding_round/sensat-seed--fe2467a1,"London, England, United Kingdom, Europe",Sensat,https://www.crunchbase.com/organization/sensat,Seed,4500000,USD,4500000,2018-08-10,"8point8 Capital, Force Over Mass Capital, Round Hill Ventures",3,Sensat helps Infrastructure owners and operators to deliver programmes on time and on budget by uncovering hidden risks,Software
Series A - ComplyAdvantage,https://www.crunchbase.com/funding_round/comply-advantage-series-a--308da389,"London, England, United Kingdom, Europe",ComplyAdvantage,https://www.crunchbase.com/organization/comply-advantage,Series A,8200000,USD,8200000,2016-10-13,Balderton Capital,1,ComplyAdvantage provides AI-driven financial crime risk data and detection technology.,"Artificial Intelligence, Compliance, FinTech, Fraud Detection"
Series A - Splyt,https://www.crunchbase.com/funding_round/splyt-2-series-a--dd53b0ec,"London, England, United Kingdom, Europe",Splyt,https://www.crunchbase.com/organization/splyt-2,Series A,8000000,USD,8000000,2019-06-25,Grab,1,Splyt is a B2B mobility marketplace that connects institutional supply and demand for ground-based transport.,"E-Commerce, Marketplace, Ride Sharing, Transportation, Travel"
Seed Round - Disperse.io,https://www.crunchbase.com/funding_round/disperse-io-seed--092d8a1a,"London, England, United Kingdom, Europe",Disperse.io,https://www.crunchbase.com/organization/disperse-io,Seed,950000,GBP,1269103,2017-12-22,"Frontline Ventures, Kindred Capital",2,Disperse.io is a VC-backed artificial intelligence construction startup focused on improving on-site productivity.,"Artificial Intelligence, Construction, Information Technology, Machine Learning"
Seed Round - Aztec,https://www.crunchbase.com/funding_round/aztec-protocol-seed--70f21f44,"London, England, United Kingdom, Europe",Aztec,https://www.crunchbase.com/organization/aztec-protocol,Seed,2100000,USD,2100000,2018-11-29,"A.Capital Ventures, Charlie Songhurst, ConsenSys, Entrepreneur First, Jeffrey Tarrant, Samos Investments",6,Aztec develops an ethereum trading protocol that enables private transactions across the public blockchain.,"Blockchain, Ethereum, Privacy, Software"
Series A - Zego,https://www.crunchbase.com/funding_round/zegocover-series-a--f66f10a6,"London, England, United Kingdom, Europe",Zego,https://www.crunchbase.com/organization/zegocover,Series A,6000000,GBP,7930214,2017-11-18,"Balderton Capital, LocalGlobe",2,"Zego is a commercial motor insurance provider that powers opportunities for businesses, from fleets to self-employed drivers and riders.","Auto Insurance, Commercial Insurance, Insurance, InsurTech"
Series A - Motorway,https://www.crunchbase.com/funding_round/motorway-series-a--b4a7bf6a,"London, England, United Kingdom, Europe",Motorway,https://www.crunchbase.com/organization/motorway,Series A,11000000,GBP,13959231,2019-06-25,"LocalGlobe, Marchmont Ventures",2,Motorway is an online used-car marketplace connecting people selling their car with a network of verified car dealers,"Automotive, Consumer Reviews, E-Commerce, Electric Vehicle, Marketplace"
Series A - London Food Production,https://www.crunchbase.com/funding_round/londonfood-series-a--0cc2c4e7,"London, England, United Kingdom, Europe",London Food Production,https://www.crunchbase.com/organization/londonfood,Series A,8000000,USD,8000000,2015-11-17,HV Capital,1,"London Food Production is a food delivery business offering healthy, high-quality lunches.","Delivery, Food and Beverage, Restaurants"
Seed Round - Zencargo,https://www.crunchbase.com/funding_round/zencargo-seed--e90e1c45,"London, England, United Kingdom, Europe",Zencargo,https://www.crunchbase.com/organization/zencargo,Seed,,,,2017-04-14,"Force Over Mass Capital, Initial Capital, Ricardo Schaefer",3,Zencargo is a logistics company that simplifies global trade by offering digital freight services to help businesses thrive.,"Freight Service, Logistics, SaaS, Shipping, Supply Chain Management"
Series A - MoA Technology,https://www.crunchbase.com/funding_round/moa-technology-ltd-series-a--1f03e094,"Leeds, Leeds, United Kingdom, Europe",MoA Technology,https://www.crunchbase.com/organization/moa-technology-ltd,Series A,5000000,GBP,6469829,2020-10-08,Parkwalk Advisors,1,MoA Technology has developed an innovative approach for the discovery of agricultural technologies.,"Agriculture, Biotechnology, Machinery Manufacturing"
Seed Round - Cytora,https://www.crunchbase.com/funding_round/cytora-seed--07e4b8b3,"London, England, United Kingdom, Europe",Cytora,https://www.crunchbase.com/organization/cytora,Seed,,,,2015-10-01,"Alan Morgan, MassChallenge, Parkwalk Advisors, University of Cambridge Enterprise",4,"Cytora is a configurable platform that enables commercial insurers to create digital workflows by digitising, evaluating and routing risks.","Commercial Insurance, Information Technology, Insurance, InsurTech, Risk Management, Software"
Series A - Previse,https://www.crunchbase.com/funding_round/previse-series-a--101e955e,"London, England, United Kingdom, Europe",Previse,https://www.crunchbase.com/organization/previse,Series A,7000000,USD,7000000,2018-08-20,"Augmentum Fintech, Bessemer Venture Partners, Hambro Perks Ltd.",3,Previse utilizes artificial intelligence to predict invoice payment decisions.,"Artificial Intelligence, Billing, Information Technology, Payments, Software"
Seed Round - Splyt,https://www.crunchbase.com/funding_round/splyt-2-seed--5488cb5d,"London, England, United Kingdom, Europe",Splyt,https://www.crunchbase.com/organization/splyt-2,Seed,4600000,USD,4600000,2016-12-08,,,Splyt is a B2B mobility marketplace that connects institutional supply and demand for ground-based transport.,"E-Commerce, Marketplace, Ride Sharing, Transportation, Travel"
Series A - YOOBIC,https://www.crunchbase.com/funding_round/yoobic-series-a--1177e0ea,"London, England, United Kingdom, Europe",YOOBIC,https://www.crunchbase.com/organization/yoobic,Series A,5300000,USD,5300000,2017-05-31,Felix Capital,1,"YOOBIC is an all-in-one platform for the deskless workforce to optimize communication, training, and process management.","Computer, Mobile, Retail Technology, Software"
Series A - PetMedix,https://www.crunchbase.com/funding_round/petmedix-series-a--3ceca9af,"Cambridge, Cambridgeshire, United Kingdom, Europe",PetMedix,https://www.crunchbase.com/organization/petmedix,Series A,10000000,GBP,13127270,2019-02-25,"Companion Fund, Digitalis Ventures, Parkwalk Advisors",3,PetMedix is a pet therapeutics startup.,"Biotechnology, Health Care"
Series A - Elder,https://www.crunchbase.com/funding_round/elder-series-a--d1a29c2c,"London, England, United Kingdom, Europe",Elder,https://www.crunchbase.com/organization/elder,Series A,3800000,USD,3800000,2016-09-01,"Hummingbird Ventures, MMC Ventures",2,Elder is the UK's leading care marketplace,"Elderly, Health Care, Home Health Care, Internet"
Seed Round - Unified Technologies,https://www.crunchbase.com/funding_round/unified-technologies-ltd-seed--8299f4ff,"London, England, United Kingdom, Europe",Unified Technologies,https://www.crunchbase.com/organization/unified-technologies-ltd,Seed,,,,2017-07-11,Pi Labs,1,"Advanced indoor-location services, sensor-based analytics and workforce management solutions for buildings.","Analytics, Hotel, Indoor Positioning, Information Technology, Resorts"
