Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised Currency (in USD),Announced Date,Investor Names,Number of Investors,Organization Description,Organization Industries
Seed Round - BibliU,https://www.crunchbase.com/funding_round/bibliotech-seed--aac1fff8,"London, England, United Kingdom, Europe",BibliU,https://www.crunchbase.com/organization/bibliotech,Seed,3800000,USD,3800000,2018-06-11,"David Langer, Fritz Demopoulos, Oxford Science Enterprises, Oxford University Innovation, Paul Forster, Will Brooks, Will Martin",7,"BibliU provides colleges and universities with digital content management, automation, and an analytics platform.","E-Learning, Higher Education, Publishing, Textbook"
Series A - HelloSelf,https://www.crunchbase.com/funding_round/helloself-series-a--4d8d29b7,"London, England, United Kingdom, Europe",HelloSelf,https://www.crunchbase.com/organization/helloself,Series A,5500000,GBP,7693341,2021-03-11,"2EnablePartners, Manta Ray Ventures, OMERS Ventures, Oxford Capital Partners",4,HelloSelf is a health and wellness platform that provides its users with digital access to therapists.,"Health Care, Personal Health, Wellness"
Seed Round - ONI,https://www.crunchbase.com/funding_round/oni-seed--01291590,"Oxford, Oxfordshire, United Kingdom, Europe",ONI,https://www.crunchbase.com/organization/oni,Seed,1700000,USD,1700000,2016-05-01,Oxford Science Enterprises,1,"ONI is a pioneer of super-resolution microscopy, making this advanced technology accessible to new generations of researchers.","Biotechnology, Life Science, Nanotechnology, Software Engineering"
Series A - Hotelmize,https://www.crunchbase.com/funding_round/hotelmize-series-a--1f6f909c,"London, England, United Kingdom, Europe",Hotelmize,https://www.crunchbase.com/organization/hotelmize,Series A,3800000,USD,3800000,2018-11-27,Investible,1,Hotelmize is a platform designed to improve the pricing and booking process of hotel rooms using big data analysis.,"Analytics, Artificial Intelligence, Machine Learning, Software, Tourism, Travel"
Series A - Pento,https://www.crunchbase.com/funding_round/pento-series-a--fcf36d25,"London, England, United Kingdom, Europe",Pento,https://www.crunchbase.com/organization/pento,Series A,12700000,EUR,15456590,2021-05-19,"Avid Ventures, Des Traynor, Diede van Lamoen, Eric Yuan, Freddy Macnamara, General Catalyst, Hustle Fund, LocalGlobe, Matt Robinson, Moonfire Ventures, Nitesh Banta, Point Nine, Seedcamp, Timothy Thairu, Tom Blomfield",15,Pento provides a SaaS-based online platform intended to optimize payroll services.,"Accounting, FinTech, SaaS"
Seed Round - Kroo,https://www.crunchbase.com/funding_round/b-social-seed--eea62ab5,"London, England, United Kingdom, Europe",Kroo,https://www.crunchbase.com/organization/b-social,Seed,7800000,GBP,10066880,2020-02-26,Rudy Karsan,1,Kroo is a financial technology company that develops a mobile payment application to simplify cashless transactions.,"Financial Services, FinTech, Mobile Apps, Payments"
Seed Round - eduMe,https://www.crunchbase.com/funding_round/edume-seed--b5a11eff,"London, England, United Kingdom, Europe",eduMe,https://www.crunchbase.com/organization/edume,Seed,1800000,USD,1800000,2018-11-07,Connect Ventures,1,"eduMe is a mobile-based training platform for the deskless workforce. Companies see increased productivity, retention and workforce safety.","Enterprise Software, SaaS"
Series A - CloudNC,https://www.crunchbase.com/funding_round/cloudnc-series-a--b896a730,"London, England, United Kingdom, Europe",CloudNC,https://www.crunchbase.com/organization/cloudnc,Series A,,,,2018-07-16,Acequia Capital (AceCap),1,CloudNC develops advanced software that enables factories to autonomously manufacture precision parts.,"Artificial Intelligence, Computer, Industrial, Manufacturing, Mechanical Engineering, Software"
Series A - Carspring,https://www.crunchbase.com/funding_round/carspring-series-a--84474aa1,"London, England, United Kingdom, Europe",Carspring,https://www.crunchbase.com/organization/carspring,Series A,3000000,EUR,3297261,2015-07-31,"Mark Jung, Maximilian Vollenbroich, Novak Biddle Venture Partners, Peter Baumgart, Revolution, Ted Leonsis, ZG Ventures",7,Carspring is Europe's fastest growing online used car dealership.,"E-Commerce, Internet"
Series A - Evox Therapeutics,https://www.crunchbase.com/funding_round/evox-therapeutics-series-a--fe37409d,"Oxford, Oxfordshire, United Kingdom, Europe",Evox Therapeutics,https://www.crunchbase.com/organization/evox-therapeutics,Series A,10000000,GBP,14441956,2016-05-11,Oxford Science Enterprises,1,Evox Therapeutics is a biotechnology company that harnesses and engineer the natural trafficking capabilities of extracellular vesicles.,"Biotechnology, Health Care, Pharmaceutical"
Series A - Panaseer,https://www.crunchbase.com/funding_round/panaseer-series-a--1269414f,"London, England, United Kingdom, Europe",Panaseer,https://www.crunchbase.com/organization/panaseer,Series A,10000000,USD,10000000,2018-06-18,"AlbionVC, Cisco Investments, Evolution Equity Partners, Notion Capital, Paladin Capital Group, Winton Ventures",6,"Panaseer helps businesses make informed, risk-based security decisions.","Big Data, Cyber Security, Enterprise Software, Information Technology"
Series A - Starling Bank,https://www.crunchbase.com/funding_round/starling-3-series-a--4fc9568c,"London, England, United Kingdom, Europe",Starling Bank,https://www.crunchbase.com/organization/starling-3,Series A,48000000,GBP,69836365,2016-01-11,Harald McPike,1,"Starling Bank is a bank that offers personal, joint, and business accounts.","Banking, Finance, Financial Services"
Series A - Superscript,https://www.crunchbase.com/funding_round/superscript-series-a--d0e89ac6,"London, England, United Kingdom, Europe",Superscript,https://www.crunchbase.com/organization/superscript,Series A,8500000,GBP,10991526,2020-10-29,"BHL Holdings, Concentric, London Co-Investment Fund, Seedcamp, The Future Fund",5,Superscript provides business insurance designed specifically to meet the fast-changing needs of small businesses.,"Blockchain, Commercial Insurance, Cryptocurrency, Insurance, InsurTech"
Seed Round - The Hook Group,https://www.crunchbase.com/funding_round/the-hook-group-seed--3be043a5,"London, England, United Kingdom, Europe",The Hook Group,https://www.crunchbase.com/organization/the-hook-group,Seed,,,,2017-03-23,Renaissance Capital Partners,1,The Hook Group has rapidly grown into one of the worlds leading media groups dominating the shift to social.,Media and Entertainment
Series A - MiroBio,https://www.crunchbase.com/funding_round/mirobio-series-a--92cddecf,"Oxford, Oxfordshire, United Kingdom, Europe",MiroBio,https://www.crunchbase.com/organization/mirobio,Series A,27000000,GBP,33176136,2019-10-07,"Advent Life Sciences, Oxford Science Enterprises, Samsara BioCapital, SR One",4,MiroBio is Harnessing the natural control mechanisms of the immune system.,"Biotechnology, Life Science"
Seed Round - Zego,https://www.crunchbase.com/funding_round/zegocover-seed--045f9973,"London, England, United Kingdom, Europe",Zego,https://www.crunchbase.com/organization/zegocover,Seed,150000,GBP,194659,2016-09-30,"Andy Phillipps, Isfield Investments",2,"Zego is a commercial motor insurance provider that powers opportunities for businesses, from fleets to self-employed drivers and riders.","Auto Insurance, Commercial Insurance, Insurance, InsurTech"
Seed Round - CORE POWER (UK) Ltd,https://www.crunchbase.com/funding_round/core-power-holdings-pte-ltd-seed--280ed35e,"London, England, United Kingdom, Europe",CORE POWER (UK) Ltd,https://www.crunchbase.com/organization/core-power-holdings-pte-ltd,Seed,800000,USD,800000,2018-12-01,,,Advanced atomic technologies can be a game changer for heavy transport and industry.,"Advanced Materials, Clean Energy, Energy, Industrial Engineering, Marine Technology, Marine Transportation, Nuclear, Shipping"
Series A - Runa (formerly WeGift),https://www.crunchbase.com/funding_round/wegift-series-a--82ed344d,"London, England, United Kingdom, Europe",Runa (formerly WeGift),https://www.crunchbase.com/organization/wegift,Series A,8000000,GBP,10705922,2020-11-25,"AlbionVC, CommerzVentures, Stride.VC",3,"Runa is a digital value infrastructure that enables individuals and businesses to pay and get paid by anyone, anywhere, instantly.","Consulting, Financial Services, Gift Card, Payments, Virtual Currency"
Series A - 10X Banking,https://www.crunchbase.com/funding_round/10xbanking-series-a--0cada95a,"London, England, United Kingdom, Europe",10X Banking,https://www.crunchbase.com/organization/10xbanking,Series A,34000000,GBP,45867909,2017-09-20,"Oliver Wyman, Ping An Global Voyager",2,10X Banking is a financial service technology company.,"Banking, Financial Services, FinTech, SaaS, Software"
Seed Round - Modern Milkman,https://www.crunchbase.com/funding_round/modern-milkman-seed--ffc66d9d,"Manchester, Manchester, United Kingdom, Europe",Modern Milkman,https://www.crunchbase.com/organization/modern-milkman,Seed,499000,GBP,658668,2019-12-11,Simon Murphy,1,Modern Milkman is a return-and-reuse grocery delivery service on a mission to reduce waste.,"Consumer Goods, Delivery Service, Grocery, Sustainability"
Series A - Railsr,https://www.crunchbase.com/funding_round/railsbank-series-a--488b67e5,"London, England, United Kingdom, Europe",Railsr,https://www.crunchbase.com/organization/railsbank,Series A,10000000,USD,10000000,2019-09-04,"Chris Adelsbach, Clocktower Technology Ventures, CreditEase Fintech Investment Fund, Firestartr, Moneta VC, Singlife",6,Railsr is a fintech company that offers banking and wallet components.,"Banking, Credit Cards, Financial Services, FinTech"
Series A - COMPASS Pathways,https://www.crunchbase.com/funding_round/compass-pathways-series-a--21cac703,"Altrincham, Cheshire, United Kingdom, Europe",COMPASS Pathways,https://www.crunchbase.com/organization/compass-pathways,Series A,25000000,GBP,32350399,2018-10-03,Principia SGR,1,Compass Pathways is a mental health care company dedicated to accelerating patient access to evidence-based innovation in mental health.,"Biotechnology, Health Care, Life Science, Personal Health, Wellness"
Series A - Birdie,https://www.crunchbase.com/funding_round/birdie-ce15-series-a--631cb5f5,"London, England, United Kingdom, Europe",Birdie,https://www.crunchbase.com/organization/birdie-ce15,Series A,8200000,GBP,11591073,2021-05-11,"Index Ventures, Kamet",2,Birdie is a digital caretech company focused on elderly care at home.,"Elder Care, Elderly, Health Care, Hospitality"
Series A - PhoreMost,https://www.crunchbase.com/funding_round/phoremost-series-a--e6cc6ebb,"Cambridge, Cambridgeshire, United Kingdom, Europe",PhoreMost,https://www.crunchbase.com/organization/phoremost,Series A,15000000,USD,15000000,2018-05-15,"Amadeus Capital Partners, Jonathan Milner, Parkwalk Advisors, University of Cambridge Enterprise",4,"PhoreMost is a new-model drug discovery company based in Cambridge, UK.","Biopharma, Biotechnology, Health Care"
Series A - Popsa,https://www.crunchbase.com/funding_round/popsa-series-a--c7099c4c,"London, England, United Kingdom, Europe",Popsa,https://www.crunchbase.com/organization/popsa,Series A,3700000,GBP,4780559,2019-10-23,"Guinness Ventures, octopus investments, Pembroke VCT",3,"Popsa is a machine learning startup that automatically designs, makes, and delivers personalized physical products.","Artificial Intelligence, E-Commerce, Machine Learning, Printing, Retail Technology"
Series A - Additive Manufacturing Technologies,https://www.crunchbase.com/funding_round/additive-manufacturing-technologies-series-a--08517ed4,"Sheffield, Sheffield, United Kingdom, Europe",Additive Manufacturing Technologies,https://www.crunchbase.com/organization/additive-manufacturing-technologies,Series A,4950000,GBP,6377567,2019-10-22,"DSM Venturing, Foresight Williams, NPIF – Mercia Equity Finance",3,3D Printing technology company dedicated to unlocking 3D printing as a viable alternative to traditional manufacturing.,"3D Printing, Industrial Manufacturing, Machinery Manufacturing, Manufacturing"
Seed Round - OLIO,https://www.crunchbase.com/funding_round/olio-seed--13d7e319,"London, England, United Kingdom, Europe",OLIO,https://www.crunchbase.com/organization/olio,Seed,2200000,USD,2200000,2017-01-11,"Accel, Mustard Seed, Quadia, Quentin Griffiths, Wayne Churchill, Will Brooks, Will Martin",7,"OLIO is a global food sharing app connecting neighbors, volunteers, and businesses.","Apps, Communities, Food and Beverage"
Series A - Splend,https://www.crunchbase.com/funding_round/splend-3-series-a--3c7d8d76,"London, England, United Kingdom, Europe",Splend,https://www.crunchbase.com/organization/splend-3,Series A,3000000,USD,3000000,2017-02-23,Investec,1,We’re not about cars. We’re about people.,"Automotive, Leasing, Sharing Economy, Transportation"
Series A - APEXX,https://www.crunchbase.com/funding_round/apexx-fintech-series-a--deeff821,"London, England, United Kingdom, Europe",APEXX,https://www.crunchbase.com/organization/apexx-fintech,Series A,8000000,USD,8000000,2020-06-11,"Alliance, Forward Partners, MMC Ventures",3,"APEXX consolidates global payment providers into a single integration point, optimising the cost of complex payment ecosystems.","Finance, FinTech, Payments"
Series A - Automata,https://www.crunchbase.com/funding_round/automata-series-a--68fa56f2,"London, England, United Kingdom, Europe",Automata,https://www.crunchbase.com/organization/automata,Series A,7400000,USD,7400000,2019-03-19,"ABB Technology Ventures, Entrepreneur First, Firstminute Capital, HCVC, Hummingbird Ventures, LocalGlobe",6,Automata is a biotechnology company that provides workflow automation for the life sciences industry.,"Artificial Intelligence, Biotechnology, Life Science, Robotics"
Seed Round - Goodlord,https://www.crunchbase.com/funding_round/goodlord-seed--094bbd71,"London, England, United Kingdom, Europe",Goodlord,https://www.crunchbase.com/organization/goodlord,Seed,2000000,GBP,2908139,2016-05-18,"Global Founders Capital, LocalGlobe, Walking Ventures",3,"Goodlord offers a cloud-based software to help estate agents, landlords, and tenants manage the rental process.","Mobile Payments, Real Estate, SaaS, Software"
Seed Round - Unmind,https://www.crunchbase.com/funding_round/unmind-seed--71f46d17,"London, England, United Kingdom, Europe",Unmind,https://www.crunchbase.com/organization/unmind,Seed,3000000,GBP,3973652,2019-03-11,"Chris Bruce, Felix Capital, Michael Whitfield, Pentland Ventures, True.",5,Unmind is a B2B mental health platform providing clinically-backed tools and training.,"B2B, Employee Benefits, Enterprise Software, Health Care, mHealth, Training"
Seed Round - Flo Health,https://www.crunchbase.com/funding_round/owhealth-seed--d7bb1541,"London, England, United Kingdom, Europe",Flo Health,https://www.crunchbase.com/organization/owhealth,Seed,1000000,USD,1000000,2016-12-12,Flint Capital,1,Flo is an AI-powered women’s health app that supports women at every stage of their reproductive cycle.,"Artificial Intelligence, Health Care, mHealth, Wellness, Women's"
Series A - Fresha,https://www.crunchbase.com/funding_round/fresha-series-a--19b87638,"London, England, United Kingdom, Europe",Fresha,https://www.crunchbase.com/organization/fresha,Series A,6000000,USD,6000000,2017-06-08,"BECO Capital, Lumia Capital, Middle East Venture Partners (MEVP)",3,Fresha provides an online platform for booking beauty and wellness appointments with local businesses.,"Beauty, Health Care, Marketplace, SaaS, Scheduling"
Seed Round - Pento,https://www.crunchbase.com/funding_round/pento-seed--afaa899d,"London, England, United Kingdom, Europe",Pento,https://www.crunchbase.com/organization/pento,Seed,2800000,USD,2800000,2019-09-10,"Christian Jantzen, Hustle Fund, Mattias Ljungman, Point Nine, Seedcamp",5,Pento provides a SaaS-based online platform intended to optimize payroll services.,"Accounting, FinTech, SaaS"
Seed Round - Pasta Evangelists,https://www.crunchbase.com/funding_round/pasta-evangelists-seed--7cbea2fb,"London, England, United Kingdom, Europe",Pasta Evangelists,https://www.crunchbase.com/organization/pasta-evangelists,Seed,,,,2017-10-01,Giacomo Alpago,1,Pasta Evangelists is freshly made by Italian hands every day.,"Food and Beverage, Food Delivery, Restaurants"
Series A - SteelEye,https://www.crunchbase.com/funding_round/steeleye-series-a--fa397f9f,"London, England, United Kingdom, Europe",SteelEye,https://www.crunchbase.com/organization/steeleye,Series A,7000,USD,7000,2021-04-08,,,"SteelEye develops a holistic compliance platform for record keeping, surveillance, and intelligent insights.","Analytics, Financial Services, FinTech, Information Technology"
Series A - Wintermute,https://www.crunchbase.com/funding_round/wintermute-trading-series-a--e0d22edb,"London, England, United Kingdom, Europe",Wintermute,https://www.crunchbase.com/organization/wintermute-trading,Series A,2800000,USD,2800000,2020-07-07,Lightspeed Venture Partners,1,Wintermute is a leading global algorithmic trading firm and one of the largest liquidity providers in digital asset markets.,"Blockchain, Cryptocurrency, Financial Services"
Seed Round - Multiverse,https://www.crunchbase.com/funding_round/whitehat-seed--8bf8f98a,"London, England, United Kingdom, Europe",Multiverse,https://www.crunchbase.com/organization/whitehat,Seed,4000000,USD,4000000,2018-09-12,"Anil D. Aggarwal, Lightspeed Venture Partners, Village Global, Wendy Tan White",4,Multiverse is a tech startup that matches talent who have not graduated from college with apprenticeship opportunities.,"Career Planning, Corporate Training, EdTech, Training"
Series A - Quantexa,https://www.crunchbase.com/funding_round/quantexa-series-a--9a7cd85e,"London, England, United Kingdom, Europe",Quantexa,https://www.crunchbase.com/organization/quantexa,Series A,3300000,USD,3300000,2017-03-23,"AlbionVC, HSBC",2,Quantexa is a global data and analytics software company pioneering Contextual Decision Intelligence.,"Analytics, Artificial Intelligence, Big Data, Compliance, Software"
Series A - MoA Technology,https://www.crunchbase.com/funding_round/moa-technology-ltd-series-a--9cae6533,"Leeds, Leeds, United Kingdom, Europe",MoA Technology,https://www.crunchbase.com/organization/moa-technology-ltd,Series A,6300000,GBP,7640763,2019-08-19,"Oxford Science Enterprises, Parkwalk Advisors",2,MoA Technology has developed an innovative approach for the discovery of agricultural technologies.,"Agriculture, Biotechnology, Machinery Manufacturing"
Series A - WaveOptics,https://www.crunchbase.com/funding_round/waveoptics-series-a--96042c9c,"Abingdon, Oxfordshire, United Kingdom, Europe",WaveOptics,https://www.crunchbase.com/organization/waveoptics,Series A,,,,2015-11-25,"Blippar, Imperial Innovations, Octopus Ventures, Robert Bosch Venture Capital",4,WaveOptics designs Augmented Reality (AR) wearables with enhanced features.,"Augmented Reality, Consumer Electronics, Nanotechnology, Virtual Reality, Wearables"
Series A - Lavanda,https://www.crunchbase.com/funding_round/lavanda-series-a--fa5c50d3,"London, England, United Kingdom, Europe",Lavanda,https://www.crunchbase.com/organization/lavanda,Series A,5000000,USD,5000000,2019-09-18,Henley Ventures,1,Lavanda is a tech company that facilitates flexible rentals for multifamily real estate and student accommodation.,"Developer APIs, SaaS, Software"
Series A - OLIO,https://www.crunchbase.com/funding_round/olio-series-a--486349b7,"London, England, United Kingdom, Europe",OLIO,https://www.crunchbase.com/organization/olio,Series A,6000000,GBP,7923240,2018-07-11,"Accel, Bran Investments, Jason Stockwood, Julien Codorniou, Octopus Ventures, Quadia, Quentin Griffiths, Silvergate Investments 2",8,"OLIO is a global food sharing app connecting neighbors, volunteers, and businesses.","Apps, Communities, Food and Beverage"
Series A - Allica Bank,https://www.crunchbase.com/funding_round/allica-bank-series-a--85a0eace,"London, England, United Kingdom, Europe",Allica Bank,https://www.crunchbase.com/organization/allica-bank,Series A,26000000,GBP,33735696,2020-09-17,Warwick Capital LLP,1,Allica Bank is a fintech company that delivers digital banking services for small and medium-sized businesses.,"Banking, Finance, Financial Services, FinTech"
Seed Round - Cleo,https://www.crunchbase.com/funding_round/cleo-ai-seed--d470033e,"London, England, United Kingdom, Europe",Cleo,https://www.crunchbase.com/organization/cleo-ai,Seed,2800000,USD,2800000,2017-07-26,"Entrepreneur First, Jason Goodman, LocalGlobe, Niklas Zennström, Redbus Ventures, Zennström Philanthropies",6,Cleo turns your complicated financial life into a conversation – the same kind you’d have with a friend.,"Artificial Intelligence, Finance, Financial Services, FinTech"
Series A - Graphcore,https://www.crunchbase.com/funding_round/graphcore-series-a--efa94082,"Bristol, Bristol, City of, United Kingdom, Europe",Graphcore,https://www.crunchbase.com/organization/graphcore,Series A,30000000,USD,30000000,2016-10-31,"Amadeus Capital Partners, C4 Ventures, Dell Technologies Capital, Foundation Capital, Molten Ventures, Pitango VC, Robert Bosch Venture Capital, Samsung Strategy and Innovation Center",8,Graphcore develops a microprocessor designed for AI and machine learning applications.,"Artificial Intelligence, Machine Learning, Semiconductor"
Series A - Vaccitech,https://www.crunchbase.com/funding_round/vaccitech-series-a--7654fd43,"Oxford, Oxfordshire, United Kingdom, Europe",Vaccitech,https://www.crunchbase.com/organization/vaccitech,Series A,6000000,GBP,7601374,2018-12-20,"GeneMatrix, Korea Investment Partners",2,Vaccitech is creating novel vaccines that elicit strong responses from helper and cytotoxic T-cells.,"Biotechnology, Medical, Pharmaceutical, Therapeutics"
Series A - Beamery,https://www.crunchbase.com/funding_round/beamery-series-a--d31e6b04,"London, England, United Kingdom, Europe",Beamery,https://www.crunchbase.com/organization/beamery,Series A,5000000,USD,5000000,2017-04-11,"Edenred Capital Partners, GP Ventures, Index Ventures, LocalGlobe",4,"Beamery is a talent acquisition, engagement, and retention platform that manages sourcing, hiring, and retaining of people.","Enterprise Software, Human Resources, Marketing Automation, Recruiting, SaaS"
Series A - floLIVE,https://www.crunchbase.com/funding_round/flo-live-series-a--893f070b,"London, England, United Kingdom, Europe",floLIVE,https://www.crunchbase.com/organization/flo-live,Series A,4200000,USD,4200000,2017-02-28,"Arie Capital, Golden Sunflower Capital",2,"floLIVE provides secure, cloud-native connectivity solutions to enterprises and mobile operators looking for seamless global coverage","Internet of Things, Telecommunications"
Seed Round - Beacon,https://www.crunchbase.com/funding_round/beacon-c8a5-seed--8eb87519,"London, England, United Kingdom, Europe",Beacon,https://www.crunchbase.com/organization/beacon-c8a5,Seed,,,,2019-04-01,"Eric Schmidt, Expa, FJ Labs, Garrett Camp, Manta Ray Ventures, Neo, Red Sea Ventures, Travis Kalanick",8,Beacon is a digital supply chain and freight platform developed to optimize supply chains with insights and visibility.,"Freight Service, Logistics, Productivity Tools, Software, Supply Chain Management"
Seed Round - Limitless,https://www.crunchbase.com/funding_round/limitless-2-seed--10a90406,"London, England, United Kingdom, Europe",Limitless,https://www.crunchbase.com/organization/limitless-2,Seed,800000,GBP,998627,2016-11-25,Unilever Ventures,1,The Limitless GigCX platform enables businesses to connect customers with qualified experts to solve customer service enquiries on-demand.,"Apps, Artificial Intelligence, Customer Service, Internet"
Series A - Monzo,https://www.crunchbase.com/funding_round/monzo-series-a--81d1d6ed,"London, England, United Kingdom, Europe",Monzo,https://www.crunchbase.com/organization/monzo,Series A,5000000,GBP,7217486,2016-02-15,Passion Capital,1,Monzo is a digital-only bank platform and marketplace that allows customers to access a range of products and services.,"Banking, Financial Services, FinTech, Marketplace"
Series A - 3S Money,https://www.crunchbase.com/funding_round/3s-money-series-a--2e758345,"London, England, United Kingdom, Europe",3S Money,https://www.crunchbase.com/organization/3s-money,Series A,534000,GBP,688004,2019-10-22,Maxfield Capital,1,3S Money offers international business banking services in 190 countries.,"Banking, Financial Services, FinTech"
Seed Round - Qkine,https://www.crunchbase.com/funding_round/qkine-seed--fc94dc46,"Cambridge, Cambridgeshire, United Kingdom, Europe",Qkine,https://www.crunchbase.com/organization/qkine,Seed,,,,2018-05-02,University of Cambridge Enterprise,1,"Qkine is a specialist developer and manufacturer of growth factor proteins for stem cell, organoid and cellular agriculture applications","Biotechnology, Life Science"
Series A - Chattermill,https://www.crunchbase.com/funding_round/chattermill-series-a--99b03599,"London, England, United Kingdom, Europe",Chattermill,https://www.crunchbase.com/organization/chattermill,Series A,8000000,USD,8000000,2020-02-24,"2be.lu, Avonmore Developments, b2venture (formerly btov Partners), DN Capital, Entrepreneur First, Matt Price, Nilan Peiris, Silicon Valley Bank, Ventech",9,"Chattermill is a customer intelligence platform that unifies and analyses your customer feedback, support, and conversation data.","Analytics, Artificial Intelligence, Enterprise Software, Machine Learning, Natural Language Processing, Software"
Series A - Payhawk,https://www.crunchbase.com/funding_round/payhawk-series-a--ede16ce3,"London, England, United Kingdom, Europe",Payhawk,https://www.crunchbase.com/organization/payhawk,Series A,20000000,USD,20000000,2021-04-20,"Earlybird Venture Capital, QED Investors",2,"Payhawk is a financial system that combines credit cards, payments, expenses, and cash into one integrated experience.","Financial Services, FinTech, Payments, Software"
Series A - Goodlord,https://www.crunchbase.com/funding_round/goodlord-series-a--777e845c,"London, England, United Kingdom, Europe",Goodlord,https://www.crunchbase.com/organization/goodlord,Series A,7200000,GBP,8753033,2017-03-14,"Global Founders Capital, LocalGlobe, QED Investors, Ribbit Capital",4,"Goodlord offers a cloud-based software to help estate agents, landlords, and tenants manage the rental process.","Mobile Payments, Real Estate, SaaS, Software"
Series A - Storm Therapeutics,https://www.crunchbase.com/funding_round/iceni-therapeutics-series-a--1eac52ab,"Cambridge, Cambridgeshire, United Kingdom, Europe",Storm Therapeutics,https://www.crunchbase.com/organization/iceni-therapeutics,Series A,14000000,GBP,17819005,2019-05-20,"Cambridge Innovation Capital, IP Group, M Ventures, Pfizer Venture Investments, Seroba Life Sciences, Taiho Ventures",6,Targeting pathways that modify RNA to deliver novel cancer therapeutics,"Biotechnology, Health Care, Medical, Therapeutics"
Series A - Flo Health,https://www.crunchbase.com/funding_round/owhealth-series-a--2b129f6d,"London, England, United Kingdom, Europe",Flo Health,https://www.crunchbase.com/organization/owhealth,Series A,5000000,USD,5000000,2017-08-11,"Flint Capital, Natalia Vodianova",2,Flo is an AI-powered women’s health app that supports women at every stage of their reproductive cycle.,"Artificial Intelligence, Health Care, mHealth, Wellness, Women's"
Series A - OMass Technologies,https://www.crunchbase.com/funding_round/omass-technologies-series-a--38c51d10,"Oxford, Oxfordshire, United Kingdom, Europe",OMass Technologies,https://www.crunchbase.com/organization/omass-technologies,Series A,14000000,GBP,17885957,2018-11-21,"Oxford Science Enterprises, Syncona Partners LLP",2,OMass Technologies is a drug discovery company exploiting novel mass spectrometry platforms to develop therapeutics.,"Life Science, Pharmaceutical"
Series A - Nature Metrics,https://www.crunchbase.com/funding_round/nature-metrics-series-a--b86dcaf2,"Egham, Surrey, United Kingdom, Europe",Nature Metrics,https://www.crunchbase.com/organization/nature-metrics,Series A,6500000,GBP,9219597,2021-05-20,"Acuity Investments, Green Angel Syndicate, SYSTEMIQ",3,Nature Metrics is an award-winning technology start-up using cutting-edge genetic techniques to monitor biodiversity.,"Biotechnology, Life Science"
Seed Round - Getir,https://www.crunchbase.com/funding_round/getir-seed--d79d2f86,"London, England, United Kingdom, Europe",Getir,https://www.crunchbase.com/organization/getir,Seed,,,,2018-12-04,Re-Pie Asset Management,1,Getir is a technology company that provides on-demand delivery services.,"Delivery Service, E-Commerce, Logistics, Mobile Apps"
Seed Round - Motorway,https://www.crunchbase.com/funding_round/motorway-seed--e08f6e25,"London, England, United Kingdom, Europe",Motorway,https://www.crunchbase.com/organization/motorway,Seed,2750000,GBP,3720465,2018-05-05,"Alexander Edward Chesterman, LocalGlobe, Marchmont Ventures",3,Motorway is an online used-car marketplace connecting people selling their car with a network of verified car dealers,"Automotive, Consumer Reviews, E-Commerce, Electric Vehicle, Marketplace"
Seed Round - Token.io,https://www.crunchbase.com/funding_round/token-2-seed--4c46e712,"London, England, United Kingdom, Europe",Token.io,https://www.crunchbase.com/organization/token-2,Seed,2800000,USD,2800000,2016-05-10,,,A2A payment infrastructure. Powered by open banking. Built for the payments industry.,"Financial Services, FinTech, Payments"
Seed Round - OxMet Technologies,https://www.crunchbase.com/funding_round/oxmet-technologies-ltd-seed--ee32e2bb,"Yarnton, Oxfordshire, United Kingdom, Europe",OxMet Technologies,https://www.crunchbase.com/organization/oxmet-technologies-ltd,Seed,2000000,GBP,2641411,2017-08-01,Oxford Science Enterprises,1,"OxMet Technologies develops, licenses, and manufactures proprietary alloys, alloy powders and alloy components.","3D Printing, Aerospace, Automotive, Electronics, Manufacturing"
Seed Round - CloudNC,https://www.crunchbase.com/funding_round/cloudnc-seed--fa93eba5,"London, England, United Kingdom, Europe",CloudNC,https://www.crunchbase.com/organization/cloudnc,Seed,,,,2017-04-01,,,CloudNC develops advanced software that enables factories to autonomously manufacture precision parts.,"Artificial Intelligence, Computer, Industrial, Manufacturing, Mechanical Engineering, Software"
Seed Round - Thought Machine,https://www.crunchbase.com/funding_round/thoughtmachine-seed--3004fcd1,"London, England, United Kingdom, Europe",Thought Machine,https://www.crunchbase.com/organization/thoughtmachine,Seed,,,,2016-11-30,"BACKED VC, IQ Capital",2,Thought Machine is a Fintech company that builds cloud-native technology to revolutionize core banking.,"Banking, Enterprise Software, Financial Services, FinTech, IT Infrastructure"
Series A - Infogrid,https://www.crunchbase.com/funding_round/infogrid-d81e-series-a--35d99a7f,"London, England, United Kingdom, Europe",Infogrid,https://www.crunchbase.com/organization/infogrid-d81e,Series A,15500000,USD,15500000,2020-11-30,"Blue Impact Ventures, Concrete Venture Capital, Jigsaw VC, JLL Spark, Northzone, The Venture Collective",6,Infogrid is an AI technology company that automates building management.,"Artificial Intelligence, Facility Management, Information Technology, Internet of Things, Property Management, Smart Building, Software"
